#{"t_start": 1734543541.0856562, "env_id": "ContinuousCartPole-v0"}
r,l,t
500.0,500,112.400974
500.0,500,112.940468
500.0,500,113.031334
500.0,500,113.121769
500.0,500,113.212575
500.0,500,113.759165
474.0,474,113.844542
347.0,347,113.908004
234.0,234,113.950397
325.0,325,114.010752
301.0,301,114.065786
500.0,500,114.666689
500.0,500,114.756725
500.0,500,114.847258
500.0,500,114.937944
291.0,291,114.990576
500.0,500,115.544446
500.0,500,115.634073
500.0,500,115.72392
500.0,500,115.816238
500.0,500,116.366583
500.0,500,116.455438
500.0,500,116.543359
500.0,500,116.633773
500.0,500,117.195146
500.0,500,117.284353
500.0,500,117.375799
500.0,500,117.465547
500.0,500,118.0053
500.0,500,118.095141
500.0,500,118.183296
500.0,500,118.274893
500.0,500,118.872165
500.0,500,118.960757
500.0,500,119.05148
500.0,500,119.140644
500.0,500,119.695164
500.0,500,119.785815
500.0,500,119.877985
500.0,500,119.970587
500.0,500,120.518523
500.0,500,120.607237
500.0,500,120.696901
500.0,500,120.789365
500.0,500,121.338696
500.0,500,121.429178
500.0,500,121.520747
500.0,500,121.611144
500.0,500,122.167004
500.0,500,122.257643
204.0,204,122.294473
244.0,244,122.338653
371.0,371,122.406289
498.0,498,122.496454
375.0,375,123.012359
183.0,183,123.04524
318.0,318,123.102782
397.0,397,123.17446
500.0,500,123.265335
369.0,369,123.332554
500.0,500,123.882995
500.0,500,123.971627
250.0,250,124.016464
500.0,500,124.10739
500.0,500,124.641058
500.0,500,124.728227
500.0,500,124.817293
500.0,500,124.906145
500.0,500,125.447628
500.0,500,125.536858
500.0,500,125.62715
500.0,500,125.716637
500.0,500,126.292983
481.0,481,126.392121
500.0,500,126.531119
500.0,500,126.623401
500.0,500,126.717237
326.0,326,127.267653
282.0,282,127.320333
428.0,428,127.404371
341.0,341,127.466707
500.0,500,127.557468
326.0,326,128.08289
326.0,326,128.141252
500.0,500,128.231628
374.0,374,128.298543
499.0,499,128.389621
418.0,418,128.932312
428.0,428,129.010931
455.0,455,129.093
467.0,467,129.177459
451.0,451,129.259191
500.0,500,129.818251
466.0,466,129.906543
379.0,379,129.979396
435.0,435,130.058783
404.0,404,130.619635
500.0,500,130.710943
500.0,500,130.801865
500.0,500,130.896807
493.0,493,131.586531
500.0,500,131.677379
500.0,500,131.766755
500.0,500,131.857312
500.0,500,131.948061
500.0,500,132.498869
500.0,500,132.587619
500.0,500,132.67581
500.0,500,132.764372
500.0,500,133.305499
500.0,500,133.392926
500.0,500,133.480786
500.0,500,133.569724
500.0,500,134.113961
500.0,500,134.203284
500.0,500,134.291598
500.0,500,134.380163
500.0,500,134.924712
500.0,500,135.012126
500.0,500,135.101888
500.0,500,135.191724
500.0,500,135.734832
500.0,500,135.823926
500.0,500,135.912658
500.0,500,136.002172
500.0,500,136.539754
500.0,500,136.628802
500.0,500,136.717515
500.0,500,136.805347
500.0,500,137.350103
500.0,500,137.437025
500.0,500,137.524987
500.0,500,137.615195
500.0,500,138.150567
500.0,500,138.240457
500.0,500,138.330197
500.0,500,138.41983
500.0,500,138.968659
500.0,500,139.057508
500.0,500,139.146739
500.0,500,139.236645
500.0,500,139.776076
500.0,500,139.867093
500.0,500,139.956538
500.0,500,140.046229
500.0,500,140.588977
500.0,500,140.679521
500.0,500,140.768821
500.0,500,140.858769
500.0,500,140.948154
500.0,500,141.487413
500.0,500,141.575925
500.0,500,141.664764
500.0,500,141.755014
500.0,500,142.299752
500.0,500,142.389044
500.0,500,142.478605
500.0,500,142.568228
500.0,500,143.110638
500.0,500,143.197669
500.0,500,143.286072
500.0,500,143.375053
500.0,500,143.916935
500.0,500,144.004839
500.0,500,144.091447
500.0,500,144.181023
500.0,500,144.719896
500.0,500,144.808311
500.0,500,144.897438
